PARK,PARK_NO,LOCATION,ZIP,ACRES,WARD,PARK_CLASS,WHEELCHR_A,ALFRED_CAL,ARCHERY_RA,ARTIFICIAL,BAND_SHELL,BASEBALL_B,BASKETBALL,BASKETBA_1,BEACH,BOAT_LAUNC,BOAT_LAU_1,BOAT_SLIPS,BOCCE_COUR,BOWLING_GR,CASTING_PI,FOOTBALL_S,COMMUNITY_,CONSERVATO,CULTURAL_C,DOG_FRIEND,FITNESS_CE,FITNESS_CO,GALLERY,GARDEN,GOLF_COURS,GOLF_DRIVI,GOLF_PUTTI,GYMNASIUM,GYMNASTIC_,HANDBALL_R,HORSESHOE_,ICESKATING,POOL_INDOO,BASEBALL_J,MOUNTAIN_B,NATURE_CEN,POOL_OUTDO,ZOO,PLAYGROUND,PLAYGROU_1,ROWING_CLU,VOLLEYBALL,SENIOR_CEN,SHUFFLEBOA,SKATE_PARK,SLED_HILL,SPORT_ROLL,SPRAY_FEAT,BASEBALL_S,TENNIS_COU,TRACK,VOLLEYBA_1,WATER_PLAY,WATER_SLID,BOXING_CEN,WETLAND_AR,LAGOON,CRICKET_FI,CLIMBING_W,GAME_TABLE,SHAPE_AREA,SHAPE_LEN,CAROUSEL,CROQUET,HANDBALL_I,HARBOR,MODELTRAIN,MODELYACHT,NATURE_BIR,MINIGOLF
PALMISANO (HENRY),531,2850 S HALSTED ST,60608,27.05,11,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1153223.68191,4371.85471415,0,0,0,0,0,0,1,0
RIDGE PARK WETLANDS,490,9516 S WOOD ST,60643,1.21,19,NATURE PRESERVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52623.2739934,946.25525187,0,0,0,0,0,0,0,0
DVORAK (ANTON),216,1119 W CULLERTON ST,60608,6.34,25,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244477.262364,2833.86415212,0,0,0,0,0,0,0,0
LILY GARDENS,1218,632 W 71ST ST,60621,2.82,6,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112179.142984,2643.56326337,0,0,0,0,0,0,0,0
WASHINGTON (HAROLD),494,5200 S HYDE PARK BLVD,60615,25.4,5,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,1098470.50986,5537.20944523,0,0,0,0,0,1,0,0
JUNEWAY BEACH,1258,7751 N EASTLAKE TER,60626,1.02,49,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40529.5816478,866.494407328,0,0,0,0,0,0,0,0
LANGDON (MARY MARGARET),1077,1754 W ALBION AVE,60626,0.44,49,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14985.5021256,489.76935275,0,0,0,0,0,0,0,0
EDGEBROOK,335,6525 N HIAWATHA AVE,60646,7.6,41,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,459278.689529,2695.08325581,0,0,0,0,0,0,0,0
PLEASANT POINT,140,6813 W IMLAY ST,60631,2.25,41,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98065.2499438,1308.38306016,0,0,0,0,0,0,0,0
LANE (GEORGE) BEACH,1265,1000 W THORNDALE AVE,60660,2.9,48,PASSIVE PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116596.209888,1847.47162591,0,0,0,0,0,0,0,0
BROADWAY ARMORY,462,5917 N BROADWAY,60660,2.09,48,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101529.790431,1429.82958413,0,0,0,0,0,0,0,0
BRYNFORD,1141,5640 N PULASKI RD,60646,0.15,39,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6249.18762765,349.54936412,0,0,0,0,0,0,0,0
COCHRAN (JOHN),420,5554 N MAGNOLIA AVE,60640,0.38,48,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12260.6067802,445.209273234,0,0,0,0,0,0,0,0
GLADSTONE (WILLIAM),93,5421 N MENARD AVE,60630,1.73,45,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75709.1928863,1296.27331486,0,0,0,0,0,0,0,0
CEDAR,1279,5315 N WINTHROP AVE,60640,0.38,48,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15015.8367307,500.166148962,0,0,0,0,0,0,0,0
SUMMERDALE,1151,7262 W SUMMERDALE AVE,60656,0.22,41,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8661.70046613,397.319230778,0,0,0,0,0,0,0,0
HICKORY,299,4834 N WINTHROP AVE,60640,0.25,46,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11046.606426,468.293964459,0,0,0,0,0,0,0,0
CLYBOURN (ARCHIBALD),1091,1755 N CLYBOURN AVE,60614,0.49,2,MINI-PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20106.2198588,602.138933142,0,0,0,0,0,0,0,0
PALMER (POTTER),13,200 E 111TH ST,60628,38.44,9,REGIONAL PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,9,0,0,0,1,0,0,0,0,0,0,1674187.26886,5156.79115149,0,0,0,0,0,0,0,0
WESOLEK (MARLENE),1080,13407 S AVENUE M,60633,0.46,10,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14881.4123034,488.094870549,0,0,0,0,0,0,0,0
CANALPORT RIVERWALK,516,2900 S ASHLAND AVE,60608,5.2,25,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232552.553343,5623.14445375,0,0,0,0,0,0,0,0
TRIANGLE,518,1750 W JUNEWAY TER,60626,2.19,49,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86514.4527824,1312.96159675,0,0,0,0,0,0,0,0
DICKINSON (ARTHUR),1211,4117 N LAVERGNE AVE,60641,1.22,45,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33502.8608955,921.130417489,0,0,0,0,0,0,0,0
GARFIELD (JAMES),204,100 N CENTRAL PARK DR,60624,175.9,28,CITYWIDE PARK,0,0,0,1,0,0,6,3,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,1,0,1,0,0,0,6741974.76635,46699.3223136,0,0,0,0,0,0,0,0
BURNHAM (DANIEL),27,425 E MCFETRIDGE DR,60616,657.83,0,MAGNET PARK,0,0,0,0,0,0,14,5,2,2,1,2126,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27466878.1911,163419.805387,0,0,0,2,0,0,3,0
KELLY (JOHN),493,3800 N SEMINARY AVE,60613,1.39,44,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60386.2883814,2452.85448987,0,0,0,0,0,0,0,0
CALIFORNIA,189,3843 N CALIFORNIA AVE,60618,14.55,33,COMMUNITY PARK,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,628542.447548,4175.07208666,0,0,0,0,0,0,0,0
KOLMAR,85,4143 N KOLMAR AVE,60641,1.03,45,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44554.3677893,900.398331818,0,0,0,0,0,0,0,0
UNION,210,1501 W RANDOLPH ST,60607,14.24,27,COMMUNITY PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,600917.771659,4688.25743023,0,0,0,0,0,0,0,0
KELLY (EDWARD),260,2725 W 41ST ST,60632,7.28,12,COMMUNITY PARK,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,308285.386165,2753.24072088,0,0,0,0,0,0,0,0
BROWN (SIDNEY) MEML.,289,644 E 86TH ST,60619,6.7,6,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,291778.563715,2861.27113314,0,0,0,0,0,0,0,0
WOOD (ELIZABETH),316,2914 N LEAVITT ST,60618,0.65,32,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23884.5425606,635.688089595,0,0,0,0,0,0,0,0
SOUTH LAKEVIEW,290,1300 W WOLFRAM ST,60657,0.8,32,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34874.6781031,782.603081312,0,0,0,0,0,0,0,0
KOSCIUSZKO (THADEUZ),120,2732 N AVERS AVE,60647,9.01,31,COMMUNITY PARK,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,392104.128281,2491.19817997,0,0,0,0,0,0,0,0
WRIGHTWOOD,1074,2534 N GREENVIEW AVE,60614,4.64,32,NEIGHBORHOOD PARK,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,185199.29811,1874.47556445,0,0,0,0,0,0,0,0
SCHAEFER (EDWARD),1148,2415 N MARSHFIELD AVE,60614,0.25,32,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10819.8700252,458.950530175,0,0,0,0,0,0,0,0
OZ,423,2021 N BURLING ST,60614,14.4,43,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,596569.617352,3233.26409175,0,0,0,0,0,0,0,0
CHURCHILL FIELD,412,1825 N DAMEN AVE,60614,1.24,32,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53886.5542583,931.792526102,0,0,0,0,0,0,0,0
MONTICELLO,1130,1814 N MONTICELLO AVE,60647,0.41,1,MINI-PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666.8114161,500.677253001,0,0,0,0,0,0,0,0
DEAN (JOHN),1027,1356 N DEAN ST,60622,0.66,1,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25515.1540317,704.635291928,0,0,0,0,0,0,0,0
STANTON (EDWIN),109,640 W SCOTT ST,60610,6.74,27,COMMUNITY PARK,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,283710.080738,2632.45114248,0,0,0,0,0,0,0,0
HARDING (FREDERICK),1106,3921 W DIVISION ST,60651,0.44,37,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642.421442,500.295682911,0,0,0,0,0,0,0,0
DURSO (JOHN),1037,421 W LOCUST ST,60610,1.48,27,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56187.1872839,1146.61275534,0,0,0,0,0,0,0,0
DAWES (CHARLES),239,8040 S DAMEN AV,60620,16.56,18,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,711673.14528,4234.03024333,0,0,0,0,0,0,0,0
AUSTIN (HENRY),1204,5951 W LAKE ST,60644,4.67,29,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,164012.261704,4080.64464736,0,0,0,0,0,0,0,0
SKINNER (MARK),211,1331 W  MONROE ST,60606,5.85,27,COMMUNITY PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,233588.848636,1970.91667749,0,0,0,0,0,0,0,0
NINEBARK,355,1447-1453 S HARDING AVE,60623,0.25,24,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10719.8286717,435.191828621,0,0,0,0,0,0,0,0
KENNICOTT (JONATHAN),485,4434 S LAKE PARK AVE,60653,2.89,4,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109084.873917,1586.46776642,0,0,0,0,0,0,0,0
VITTUM (HARRIET ELIZABETH),233,5014 W 50TH ST,60638,13.31,22,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,579653.124446,3192.25219036,0,0,0,0,0,0,0,0
CARVER (GEORGE WASHINGTON),255,939 E 132ND ST,60627,18.76,9,REGIONAL PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,801603.691549,6807.80544887,0,0,0,0,0,0,0,0
RIVER ESPLANADE,476,401 E RIVER DR,60611,1.12,42,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48769.0931277,2034.0849711,0,0,0,0,0,0,0,0
PARK NO. 536,536,1401 N NOBLE ST,60622,0.32,2,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10170.3595997,499.079911633,0,0,0,0,0,0,0,0
JACKSON (MAHALIA),386,8385 S BIRKHOFF AVE,60620,5.99,21,COMMUNITY PARK,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,246738.537931,2078.26346722,0,0,0,0,0,0,0,0
MILLARD (ALDEN),1127,1331 S MILLARD AVE,60623,0.16,24,MINI-PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5999.92348229,346.021277931,0,0,0,0,0,0,0,0
MIAMI,453,2754 S TRUMBULL AVE,60623,0.22,22,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9735.88827211,415.711261144,0,0,0,0,0,0,0,0
WILSON (JOHN),1071,1122 W 34TH PL,60608,1.55,11,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62488.4403644,1085.19117381,0,0,0,0,0,0,0,0
BRIGHTON,426,3501 S RICHMOND ST,60632,0.94,12,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40859.9626991,902.387975427,0,0,0,0,0,0,0,0
STATEWAY,266,3658 S STATE ST,60609,3.96,3,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95720.0486071,1242.9116496,0,0,0,0,0,0,0,0
JACKSON (ROBERT),1112,4319 S INDIANA AVE,60653,0.27,3,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10298.516971,444.97805365,0,0,0,0,0,0,0,0
KENWOOD COMM.,1010,1330 E 50TH ST,60615,7.08,4,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,282759.410287,2144.08604598,0,0,0,0,0,0,0,0
EUGENIE TRIANGLE,1214,1707 N LA SALLE ST,60614,0.06,43,PARKWAY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890.532143982,160.047683117,0,0,0,0,0,0,0,0
NORMANDY,1054,6660 W 52ND ST,60638,2.89,14,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107012.100197,1353.7947986,0,0,0,0,0,0,0,0
SHERWOOD (JESSE),1014,5705 S SHIELDS AVE,60621,6.4,20,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,270073.107699,2505.17843157,0,0,0,0,0,0,0,0
LINDBLOM (ROBERT),243,6054 S DAMEN AVE,60636,17.66,16,REGIONAL PARK,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,769341.099702,4158.15778927,0,0,0,0,0,0,0,0
VALLEY FORGE,371,7001 W 59TH ST,60638,8.32,0,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,349086.545333,3018.34487333,0,0,0,0,0,0,0,0
HUCKLEBERRY,336,6200 S KIMBARK AVE,60637,0.3,20,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13185.2286607,509.475061783,0,0,0,0,0,0,0,0
MOCCASIN RANCH,337,6446 S KIMBARK AVE,60637,0.2,20,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750.93660089,423.349302075,0,0,0,0,0,0,0,0
LAWLER (MICHAEL),1011,5210 W 64TH ST,60638,4.82,13,COMMUNITY PARK,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,205868.083982,2542.05200475,0,0,0,0,0,0,0,0
